name,selling_price
Tata Indica Vista TDI LS,110000
Ford EcoSport 1.5 Petrol Ambiente BSIV,680000
Fiat Grande Punto Active (Diesel),280000
Maruti Baleno Delta 1.2,530000
Hyundai Xcent 1.2 Kappa SX Option,610000
Tata Aria Pure LX 4x2,500000
Tata Tigor 1.05 Revotorq XM,500000
Mahindra Xylo D2,250000
Hyundai EON Magna Plus,325000
Maruti Baleno Delta 1.2,550000
Maruti Ciaz 1.4 Alpha,720000
Hyundai Verna VTVT 1.6 SX,950000
Maruti Swift VDI,350000
Hyundai Grand i10 1.2 Kappa Sportz Option,500000
Maruti Swift Dzire VDi,380000
Hyundai Xcent 1.2 Kappa AT SX Option,380000
Hyundai Verna VTVT 1.6 SX,900000
Maruti Alto 800 VXI,295000
Maruti Ciaz VDi Plus SHVS,640000
Tata Nexon 1.5 Revotorq XZ Plus,790000
Hyundai Verna 1.6 VTVT S Option,625000
Ford EcoSport 1.5 Petrol Trend BSIV,604000
Maruti Alto K10 VXI,315000
Mahindra XUV300 W6 Diesel BSIV,950000
Maruti Wagon R VXI Plus Optional,400000
Hyundai i20 1.4 Magna AT,700000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,700000
Mahindra Verito 1.5 D4 BSIV,260000
Tata Indigo CR4,200000
Maruti Dzire VXI,580000
Volkswagen Vento IPL II Diesel Trendline,330000
Hyundai Verna Transform CRDi VGT SX ABS,400000
Hyundai Creta 1.6 SX Automatic,1350000
Mahindra Verito 1.5 D4 BSIV,250000
Skoda Rapid 1.6 MPI Ambition BSIV,725000
Maruti Swift Dzire Tour LDI,300000
Maruti 800 AC,120000
Mahindra XUV500 W10 2WD,1175000
Tata New Safari DICOR 2.2 VX 4x4,380000
Tata Indica Vista TDI LX,400000
Tata Indigo LX,140000
Tata New Safari DICOR 2.2 EX 4x2,229999
Ford Ikon 1.3 CLXi,110000
Volkswagen Jetta 2.0L TDI Highline AT,550000
Chevrolet Aveo U-VA 1.2 LS,150000
Maruti Omni E MPI STD BS IV,265000
Hyundai i20 1.2 Asta,300000
Maruti Alto 800 LXI,280000
Hyundai Getz GLS,130000
Chevrolet Sail 1.2 LS ABS,350000
Maruti Ritz VXi,200000
Maruti Swift VXI,550000
Mahindra Bolero 2011-2019 SLX,400000
Maruti Ritz VXi (ABS) BS IV,170000
Hyundai Verna 1.4 CRDi,600000
Maruti Alto LXi,130000
Hyundai Santro Xing GL PLUS CNG,120000
Maruti 800 AC,100000
Renault KWID RXT,310000
Maruti 800 AC,35000
Hyundai i20 Magna,200000
Maruti Swift VDI BSIV,270000
Hyundai i20 Sportz 1.4 CRDi,650000
Tata Indigo eCS GLS,210000
Hyundai Xcent 1.1 CRDi S Option,509999
Ford Figo Diesel Celebration Edition,229999
Renault Duster 110PS Diesel RxZ,409999
Chevrolet Spark 1.0 LT,130000
Tata Nano CX,95000
Maruti Alto 800 LXI,225000
Maruti Swift VDI BSIV,256999
Maruti Vitara Brezza VDi Option,775000
Maruti Wagon R VXI BS IV,420000
Hyundai Grand i10 Sportz Celebration Edition,480000
Toyota Qualis GS G1,200000
Mahindra Bolero SLE,260000
Toyota Etios Liva G,210000
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,600000
Ford Ikon 1.4 TDCi DuraTorq,140000
Maruti Omni 8 Seater BSII,130000
Maruti Swift VDI BSIV,195000
Tata Indica Vista TDI LS,210000
Maruti Wagon R LX,130000
Chevrolet Beat LT,141000
Mahindra Bolero SLE BSIII,280000
Maruti SX4 ZXI AT Leather,350000
Tata Nexon 1.2 Revotron XM,575000
Hyundai i20 Sportz Option 1.2,550000
Toyota Etios V,420000
Maruti Alto LX,120000
Maruti Alto K10 VXI,320000
Hyundai Accent Executive,250000
Maruti SX4 Zxi BSIII,300000
Maruti Wagon R VXI,250000
Maruti Omni E 8 Str STD,120000
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,750000
Mahindra Scorpio 2.6 CRDe,151000
Tata Safari DICOR 2.2 EX 4x2,300000
Maruti Ignis 1.2 Zeta BSIV,577000
Maruti Alto K10 2010-2014 VXI,229999
Mahindra Bolero 2011-2019 ZLX,500000
Honda Jazz VX CVT,840000
Volkswagen Vento 1.5 TDI Highline,900000
Honda Jazz 1.2 V i VTEC,650000
Honda Jazz 1.5 VX i DTEC,650000
Hyundai EON Era Plus,250000
Volkswagen Polo 1.5 TDI Comfortline,550000
Maruti Swift Ldi BSIII,250000
Mahindra Quanto C4,350000
Chevrolet Beat Diesel LT,185000
Ford Figo Petrol Titanium,229999
Toyota Innova 2.5 G (Diesel) 8 Seater,1000000
Maruti Wagon R VXI 1.2,490000
Hyundai i10 Sportz,150000
Maruti Ertiga VDI,600000
Maruti Wagon R CNG LXI,270000
Maruti Zen LXi - BS III,60000
Maruti SX4 Zxi with Leather BSIII,150000
Honda Brio Exclusive Edition,335000
Maruti Swift VDI,525000
Hyundai Grand i10 AT Asta,465000
Tata Indica V2 eLX,83000
Hyundai EON Era Plus,300000
Hyundai i20 1.2 Sportz,350000
Hyundai i20 1.2 Sportz,300000
Fiat Linea 1.3 Active,250000
Maruti 800 Std,114999
Maruti Ertiga VXI Petrol,700000
Maruti Celerio X ZXI,250000
Maruti Wagon R LXI BS IV,350000
Maruti Omni 5 Str STD,80000
Mahindra Scorpio S2 7 Seater,850000
Hyundai Santro Xing XG,70000
Chevrolet Spark 1.0 LS,90000
Chevrolet Tavera Neo 3 10 Seats BSIII,600000
Maruti Alto LX,135000
Hyundai Accent GLE,150000
Tata Indigo CS eLX BS IV,259000
Tata Indigo CS eLS BS IV,220000
Tata Indigo eCS LX BSIV,246000
Maruti Swift Dzire VXi,240000
Hyundai Creta 1.4 E Plus,946000
Tata Indigo eCS LX BSIV,215000
Maruti Zen LX,50000
Honda Amaze S i-Dtech,310000
Hyundai i10 Magna,220000
Maruti Swift Vdi BSIII,195000
Hyundai i20 Active 1.2 S,650000
Hyundai i20 1.2 Magna,350000
Hyundai i20 Asta 1.2,360000
Hyundai Elantra SX,550000
Hyundai Grand i10 Sportz,490000
Maruti Alto LXi,195000
Maruti Alto LX,125000
Tata Tiago 1.2 Revotron XZ,459999
Maruti Alto 800 LXI,275000
Maruti Swift Dzire VDI,680000
Maruti Swift Dzire ZXI,600000
Maruti Swift ZXI Plus,720000
Maruti Swift VDI BSIV,295000
Renault KWID RXT Optional,356000
Hyundai i10 Era,225000
Ford Freestyle Titanium Diesel BSIV,725000
Chevrolet Spark 1.0 LT,130000
Renault KWID RXT,300000
Hyundai i20 Sportz 1.2,400000
Hyundai Verna 1.4 CX,550000
Maruti Wagon R PRIMEA,120000
Mahindra Xylo D4 BSIV,409999
Hyundai Santro Xing (Non-AC),110000
Mahindra Bolero 2011-2019 SLX,450000
Maruti Swift VXI,610000
Ford Ecosport 1.5 DV5 MT Trend,515000
Ford EcoSport 1.5 TDCi Titanium BE BSIV,925000
Nissan Kicks XL BSIV,860000
Ford Figo Diesel Titanium,225000
Ford Figo 1.5D Trend MT,500000
Maruti Swift Dzire AMT VXI,600000
Ford Figo Diesel EXI Option,195000
Maruti Wagon R LXI BS IV,265000
Ford Freestyle Trend Diesel,650000
Ford Figo Aspire 1.5 TDCi Trend,415000
Renault Duster 85PS Diesel RxE Adventure,600000
Maruti Ritz VXi,340000
Hyundai Grand i10 CRDi Sportz,350000
Maruti Ritz LDi,265000
Tata Safari DICOR 2.2 EX 4x2,625000
Hyundai Verna CRDi SX,245000
Maruti Swift VDI BSIV,395000
Fiat Punto 1.3 Emotion,190000
Hyundai Xcent 1.1 CRDi S,490000
Toyota Etios GD,450000
Maruti Ertiga SHVS VDI,955000
Maruti Swift Dzire VDI,525000
Tata Tigor 1.2 Revotron XZ Option,550000
Tata Indica Vista TDI LX,200000
Ford Figo Aspire 1.2 Ti-VCT Trend,500000
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,825000
Mahindra Quanto C6,250000
Toyota Etios Cross 1.2L G,600000
Mahindra Scorpio S7 120,1325000
Mahindra TUV 300 T8,770000
Chevrolet Optra Magnum 2.0 LS,415000
Hyundai Santa Fe 4X4,825000
Ford Aspire Trend Diesel BSIV,530000
Toyota Innova 2.5 V Diesel 8-seater,425000
Honda Brio V MT,310000
Tata Tiago 1.2 Revotron XZ,390000
Hyundai Creta 1.6 VTVT E Plus,700000
Hyundai i10 Sportz 1.1L,200000
Toyota Innova 2.5 G (Diesel) 8 Seater,1050000
Honda City i DTEC SV,580000
Hyundai EON Era Plus,200000
Chevrolet Sail Hatchback Petrol LS ABS,245000
Hyundai i10 Sportz,210000
Maruti Baleno LXI,50000
Chevrolet Captiva 2.2 LTZ AWD,700000
Tata Bolt Quadrajet XE,660000
Honda City i VTEC V,630000
Mahindra XUV500 W8 2WD,950000
Hyundai i20 1.2 Asta Dual Tone,740000
Ford Figo Aspire 1.2 Ti-VCT Sports Edition,570000
Hyundai Verna 1.6 SX,450000
Datsun RediGO 1.0 T Option,390000
Ford Ikon 1.6 Nxt,180000
Tata Nano LX,130000
Honda City 2017-2020 GXi,270000
Maruti 800 DX,60000
Hyundai Verna 1.6 Xi ABS,170000
Hyundai Creta 1.6 CRDi SX,978999
Tata Tiago 1.2 Revotron XM,490000
Ford Fiesta Diesel Style,280000
Tata Tiago 1.2 Revotron XM,390000
Maruti Alto 800 VXI,170000
Chevrolet Spark 1.0,45000
Maruti Ertiga SHVS VDI,640000
Mahindra Scorpio S2 9 Seater,650000
Mahindra Scorpio LX,500000
Ford Fusion Plus 1.4 TDCi Diesel,90000
Tata Aria Pure LX 4x2,480000
Maruti Swift VXI,630000
Hyundai i10 Sportz,250000
Hyundai Grand i10 Sportz,330000
Hyundai i10 Magna,180000
Hyundai i20 Magna,210000
Maruti Swift Dzire ZDI,550000
Tata Nexon 1.2 Revotron XZA Plus,950000
Mahindra Bolero 2011-2019 ZLX,430000
Hyundai i10 Sportz,348000
Maruti Alto 800 LX,196000
Maruti Wagon R LXI Minor,150000
Hyundai Santro Xing XS eRLX Euro III,90000
Maruti Wagon R LXI Minor,150000
Tata Safari Storme VX Varicor 400,1250000
Maruti Ertiga VDI,600000
Tata Nano Lx BSIV,65000
Maruti Omni E 8 Str STD,220000
Maruti Omni E 8 Str STD,220000
Tata Indica V2 eXeta GLS,110000
Chevrolet Beat Diesel LT,175000
Chevrolet Spark 1.0 LT,160000
Maruti 800 Std BSIII,65000
Maruti 800 AC,60000
Maruti Alto LXi BSIII,120000
Hyundai Santro Xing XG,110000
Mahindra Ssangyong Rexton RX7,1000000
Maruti Wagon R LXI BS IV,220000
Maruti Omni E 8 Str STD,105000
Maruti Omni 8 Seater BSIV,114999
Maruti Omni LPG STD BSIV,110000
Mahindra XUV500 AT W6 2WD,850000
Maruti Ertiga SHVS VDI,750000
Renault KWID 1.0 RXT Optional,265000
Ford Classic 1.6 Duratec Titanium,450000
Mahindra Quanto C6,225000
Mahindra Scorpio S10 7 Seater,1125000
Maruti Swift VXI with ABS,270000
Maruti Alto LX,130000
Mahindra Bolero Power Plus SLE,660000
Maruti Alto K10 VXI,240000
Maruti Alto 800 LXI,275000
Toyota Innova 2.5 VX 8 STR BSIV,750000
Chevrolet Aveo U-VA 1.2,65000
Tata Safari Storme EX,850000
Maruti Wagon R LXI CNG,300000
Hyundai i20 1.2 Magna Executive,555000
Mahindra Scorpio 1.99 S6 Plus,825000
Hyundai Santro Xing GLS LPG,150000
Maruti Swift Dzire VDi,185000
Hyundai i10 Magna,180000
Maruti Alto LXi,160000
Ford Endeavour 3.0L 4X2 AT,500000
Maruti Swift VDI BSIV,375000
Toyota Innova 2.5 GX (Diesel) 7 Seater,900000
Hyundai Grand i10 Sportz,459999
Renault Duster 85PS Diesel RxL,480000
Maruti Swift VDI,320000
Maruti Swift VDI,370000
Hyundai Santro Xing Base,80000
Maruti Zen LX,75000
Maruti Ritz LDi,400000
Honda City 1.5 GXI CVT,250000
Maruti Swift VDI BSIV,425000
Maruti Celerio ZXI,325000
Hyundai Grand i10 Magna,350000
Hyundai i20 1.2 Asta Dual Tone,600000
Chevrolet Beat Diesel,120000
Maruti Alto K10 2010-2014 VXI,200000
Maruti Alto LXi BSIII,100000
Hyundai Grand i10 CRDi Asta,350000
Maruti Alto LXi,85000
Maruti Alto K10 VXI Optional,399000
Hyundai Verna 1.6 CRDI,580000
Datsun RediGO T Option,290000
Hyundai Grand i10 Magna,380000
Ford Figo Diesel EXI,200000
Maruti Wagon R LXI CNG,390000
Hyundai Grand i10 1.2 Kappa Asta,500000
Maruti Ertiga VDI,520000
Maruti Swift Dzire VDI,650000
Renault KWID Climber 1.0 MT,380000
Maruti Wagon R LXI LPG BSIV,275000
Maruti Swift Dzire VDI,520000
Maruti Swift Dzire VDI,610000
Maruti Wagon R LXI,85000
Renault Duster 85PS Diesel RxL Optional,490000
Hyundai EON Era Plus,229999
Hyundai Grand i10 Sportz,411000
Maruti Eeco CNG 5 Seater AC BSIV,362000
Toyota Etios Cross 1.4L GD,550000
Maruti Wagon R LXI CNG,459999
Maruti Ritz VXi (ABS) BS IV,190000
Hyundai Santro Magna AMT BSIV,499000
Maruti Eeco 7 Seater Standard BSIV,358000
Toyota Etios Diesel TRD Sportivo,278000
Fiat Grande Punto EVO 1.3 Active,320000
Renault Fluence 1.5,580000
Honda City VX CVT,1300000
Honda Amaze VX i-DTEC,825000
Toyota Corolla AE,170000
Toyota Fortuner 4x4 MT,1700000
Hyundai Santro Sportz BSIV,490000
Mahindra XUV500 W4,1050000
Chevrolet Beat LT,210000
Mahindra Scorpio Intelli Hybrid S10,1250000
Maruti Swift VDI,320000
Chevrolet Optra Magnum 2.0 LT,400000
Maruti Ritz VDi,320000
Toyota Corolla Altis Diesel D4DG,600000
Maruti Alto K10 2010-2014 VXI,275000
Maruti Alto LXi,170000
Chevrolet Beat Diesel LT,155000
Tata Indica Vista Quadrajet LS,240000
Tata Indica Vista Quadrajet LS,240000
Maruti Swift VDI BSIV,320000
Renault Duster 85PS Diesel RxL Plus,620000
Hyundai Grand i10 1.2 Kappa Sportz Option,530000
Toyota Etios Liva VD,550000
Honda City i DTEC SV,600000
Mahindra XUV500 W4,649000
Honda City i DTEC SV,625000
Chevrolet Spark 1.0 PS,125000
Chevrolet Tavera Neo 3 LS 9 Str BSIII,305000
Maruti SX4 ZXI MT BSIV Leather,285000
Tata Xenon XT EX 4X4,600000
Mahindra KUV 100 mFALCON G80 K8,426000
Tata Indica Vista Terra 1.4 TDI,180000
Hyundai Verna 1.6 VGT CRDi,400000
Chevrolet Beat LS,120000
Tata Manza Aura (ABS) Quadrajet BS IV,300000
Maruti Alto K10 2010-2014 VXI,190000
Maruti Alto 800 LXI,310000
Renault KWID RXL,380000
Mahindra Bolero Power Plus ZLX,740000
Datsun RediGO T Option,260000
Maruti Alto K10 VXI,320000
Maruti Wagon R LXI CNG,211000
Maruti Swift Dzire VXI 1.2 BS IV,650000
Maruti Swift Dzire VDI,651000
Maruti Alto K10 VXI AGS,380000
Chevrolet Beat Diesel LT,160000
Hyundai Verna VTVT 1.6 AT SX Option,1270000
Maruti Wagon R Duo Lxi,300000
Maruti Swift VDI Optional,405000
Mahindra XUV500 W8 2WD,850000
Mahindra Bolero Power Plus ZLX,680000
Hyundai Xcent 1.2 Kappa SX Option,426999
Hyundai Verna 1.4 CRDi,525000
Toyota Innova 2.5 VX (Diesel) 7 Seater,1019999
Toyota Innova 2.5 G2,245000
Hyundai Elantra CRDi SX,869999
Maruti Wagon R Duo Lxi,160000
Maruti Vitara Brezza VDi Option,700000
Nissan Sunny Diesel XV,300000
Honda Civic 1.8 S AT,175000
Toyota Innova 2.5 VX 8 STR,960000
Mahindra Thar CRDe AC,525000
Hyundai Grand i10 CRDi Sportz,345000
Honda Amaze S i-Vtech,390000
Datsun GO T Option BSIV,275000
Chevrolet Sail 1.2 LS ABS,310000
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,500000
Chevrolet Sail Hatchback LT ABS,200000
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,650000
Honda City i-DTEC VX,1031000
Hyundai EON 1.0 Era Plus,330000
Hyundai Santro Era,399000
Hyundai i10 Magna,250000
Hyundai Grand i10 1.2 CRDi Sportz Option,600000
Maruti Swift VDI,375000
Volkswagen Vento Diesel Highline,375000
Hyundai Verna 1.6 CRDi EX MT,445000
Maruti Wagon R LXI,55000
Hyundai i20 2015-2017 Asta 1.4 CRDi,611000
Hyundai Verna 1.4 CRDi,459999
Ford Fiesta EXi 1.4 TDCi Ltd,275000
Hyundai Santro Xing GLS CNG,185000
Hyundai Verna 1.6 SX,390000
Chevrolet Spark 1.0 LT,72000
Tata Indica V2 DL BSIII,90000
Toyota Etios GD,500000
Maruti Wagon R LXI CNG,200000
Mahindra XUV500 W9 BSIV,1575000
Hyundai Grand i10 Sportz,511000
Fiat Grande Punto 1.4 Emotion,150000
Toyota Innova Crysta 2.7 GX AT 8 STR,1500000
Maruti Alto 800 LXI,185000
Maruti Baleno Delta 1.2,550000
Maruti Alto K10 VXI,325000
Maruti Swift Dzire VDI Optional,525000
Force One SX ABS 7 Seating,1050000
Tata Indigo CS eVX,300000
Chevrolet Beat LT,120000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Hyundai Santro Xing GLS,170000
Tata Indigo CS eLX BS IV,320000
Maruti Celerio ZXI AT,350000
Maruti Swift AMT VXI,500000
Tata Indigo LS,135000
Renault KWID RXL,340000
Hyundai Grand i10 Sportz,330000
Maruti SX4 Vxi BSIV,350000
Toyota Fortuner 4x2 AT,1850000
Hyundai Xcent 1.1 CRDi SX,400000
Ford Fiesta Classic 1.4 Duratorq CLXI,325000
Mahindra Scorpio 1.99 S4,1000000
Mahindra Scorpio S2 7 Seater,850000
Maruti SX4 ZDI Leather,350000
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000
Lexus ES 300h,5150000
Jaguar XF 2.0 Diesel Portfolio,3200000
Tata Safari Storme EX,503000
Volvo XC40 D4 Inscription BSIV,3800000
Toyota Camry 2.5 Hybrid,2000000
Maruti Wagon R LXI,225000
Maruti Baleno Alpha 1.3,740000
Honda Jazz VX,550000
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000
Maruti Swift AMT VVT VXI,650000
Toyota Etios VX,625000
Maruti Swift AMT ZXI,600000
Hyundai Grand i10 1.2 CRDi Sportz,450000
BMW X4 M Sport X xDrive20d,5400000
BMW X4 M Sport X xDrive20d,5500000
Honda Amaze V CVT Petrol BSIV,779000
Skoda Rapid 1.6 MPI AT Elegance,645000
Volvo V40 D3 R-Design,2475000
Toyota Etios GD,500000
Honda Mobilio RS i DTEC,550000
Tata Safari Storme VX,925000
Mahindra Scorpio VLX AT AIRBAG BSIV,509999
Mahindra Xylo D2,250000
Hyundai i20 Active 1.2 SX,500000
Hyundai Creta 1.4 CRDi S,1050000
Maruti Swift Dzire VDI,490000
Maruti Eeco 5 Seater AC BSIV,415000
Maruti Alto 800 LXI Anniversary Edition,190000
Maruti Swift Dzire VDI,680000
Maruti Alto 800 LXI Airbag,190000
Mahindra Scorpio 2009-2014 SLE 7S BSIV,479000
Maruti Alto 800 LXI,270000
Hyundai i10 Era,170000
Maruti Ciaz 1.4 Alpha,764000
Mahindra Bolero 2011-2019 SLE,710000
Maruti Alto 800 VXI,310000
Mahindra Bolero Power Plus SLX,620000
Hyundai EON Sportz,280000
Toyota Fortuner 4x2 AT,1500000
Hyundai Grand i10 Asta Option,450000
Mercedes-Benz GLA Class 200 D Sport Edition,2199000
Mercedes-Benz M-Class ML 350 CDI,3600000
Ford Fiesta Classic 1.6 SXI Duratec,285000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,465000
BMW 3 Series 320d Highline,1100000
Volkswagen Vento Diesel Highline,350000
Maruti Ertiga BSIV LXI,600000
Maruti Baleno Delta 1.2,570000
Maruti Alto K10 VXI,325000
Mahindra XUV500 AT W6 1.99 mHawk,975000
Hyundai i20 2015-2017 Sportz Option 1.2,480000
Maruti Alto 800 Base,185000
Hyundai Creta 1.6 CRDi AT SX Plus,1050000
Maruti Baleno Alpha,760000
Volkswagen Polo 2015-2019 1.0 MPI Trendline,570000
Ford Fiesta 1.6 SXI ABS Duratec,130000
Maruti Baleno Alpha 1.2,700000
Ford EcoSport 1.5 Ti VCT AT Titanium BSIV,775000
BMW 7 Series 730Ld,750000
Chevrolet Spark 1.0 LS,140000
Maruti Alto 800 Base,220000
Hyundai Santro Xing (Non-AC),184000
Toyota Qualis GS G1,210000
Hyundai i20 2015-2017 Sportz 1.2,440000
Hyundai i20 Active 1.4 SX,650000
Mahindra TUV 300 T8 AMT,660000
Maruti Eeco CNG 5 Seater AC BSIV,380000
Toyota Corolla Altis Diesel D4DG,415000
Hyundai i10 Magna 1.1L,225000
Maruti Ertiga VDI,600000
Maruti Ertiga ZDI,620000
Mahindra TUV 300 T6 Plus,750000
Hyundai Grand i10 Magna,400000
Maruti Wagon R LX,110000
Tata Indica Vista TDI LS,119000
Honda Amaze S i-Dtech,600000
Maruti Zen Estilo LXI Green (CNG),200000
Tata Zest Quadrajet 1.3 XMS,280000
Skoda Rapid 1.6 MPI Ambition,375000
Datsun GO Plus T Option BSIV,350000
Hyundai Xcent 1.2 CRDi SX Option,620000
Maruti Swift Dzire VDI,570000
Maruti Swift Dzire VDi,290000
Maruti Ertiga SHVS ZDI Plus,711000
Maruti Swift VDI,370000
Maruti Dzire LXI,550000
Maruti Swift VXI,325000
Honda Amaze VX Diesel BSIV,670000
Hyundai i10 Magna 1.1L,385000
Hyundai Santro Xing GLS,114999
Hyundai Santro Xing GLS,200000
Maruti Vitara Brezza VDi AMT,860000
Maruti Baleno Delta 1.3,600000
Maruti Alto K10 VXI,265000
Tata Indica V2 Emax CNG GLX,155000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,900000
Maruti Ertiga VDI,650000
Maruti 800 EX,70000
Maruti Alto 800 LXI,180000
Hyundai EON Magna Plus,200000
Hyundai i10 Magna 1.1L,300000
Hyundai Verna 1.6 VTVT S,650000
Maruti Alto 800 LXI,267000
Maruti Wagon R LXI CNG,450000
Hyundai Grand i10 Sportz,400000
Mahindra Xylo D4 BSIV,310000
Tata Nano Cx,70000
Mahindra Bolero 2011-2019 EX AC,675000
Ford Classic 1.6 Duratec Titanium,350000
Maruti Alto K10 VXI,240000
Tata Indigo CS LX (TDI) BS-III,185000
Hyundai EON Era Plus,250000
Maruti Alto LXi,135000
Hyundai Verna 1.6 SX,500000
Tata New Safari DICOR 2.2 VX 4x2,300000
Tata Tiago 1.2 Revotron XT,328000
Mahindra Bolero 2011-2019 SLE BSIII,509999
Mahindra Xylo H9,575000
Mahindra Xylo E8 ABS Airbag BSIV,700000
Maruti Wagon R LXI Minor,105000
Maruti 800 AC,60000
Maruti Alto LXi BSIII,112999
Tata Indica Vista TDI LS,229999
Ford Figo Diesel ZXI,325000
Hyundai i20 1.2 Spotz,650000
Tata Indigo LX,85000
Honda Mobilio RS Option i DTEC,570000
Maruti Swift VDI BSIV,525000
Hyundai i20 Magna,350000
Maruti Swift VXI with ABS,250000
Mahindra Xylo D2 BS IV,300000
Jeep Compass 2.0 Limited Option,1325000
Hyundai i20 2015-2017 Asta 1.4 CRDi,650000
Hyundai Grand i10 1.2 Kappa Sportz Option,520000
Maruti Swift VXI Deca,500000
Renault KWID RXL,220000
Maruti Ciaz 1.3 Alpha,650000
Honda WR-V i-VTEC VX,819999
Renault Duster 85PS Diesel RxL Explore,645000
Maruti Ertiga SHVS VDI,780000
Honda City 2017-2020 EXi,215000
Toyota Innova 2.5 V Diesel 7-seater,600000
Maruti Alto LX,114999
Tata Indica V2 LSi,75000
Chevrolet Beat LT,120000
Renault KWID RXT Optional,250000
Maruti Omni E MPI STD BS IV,200000
Hyundai Xcent 1.2 Kappa S,380000
Honda Amaze S Option i-DTEC,560000
Maruti Ignis 1.2 Zeta BSIV,575000
Mahindra Bolero Power Plus SLE,620000
Mahindra Scorpio VLX 2WD AIRBAG BSIII,525000
Maruti Swift Dzire VDI,635000
Renault Duster Adventure Edition RXZ AWD,650000
Maruti 800 Std,39000
Ford Figo Aspire 1.5 TDCi Titanium Opt,550000
Maruti Ritz VDi,145000
Tata Indigo LS,130000
Maruti Ertiga ZDI Plus,825000
Toyota Fortuner 4x2 AT,1650000
Maruti Vitara Brezza ZDi,875000
Maruti Ciaz ZDi Plus SHVS,650000
Jaguar XF 3.0 Litre S Premium Luxury,2000000
BMW X1 sDrive 20d Sportline,2850000
Audi Q3 35 TDI Quattro Premium Plus,2800000
BMW 5 Series 520d Sport Line,3900000
Chevrolet Sail 1.3 LS,246000
Honda Amaze S Diesel,325000
Jeep Compass 1.4 Limited,1450000
Honda BRV i-VTEC V CVT,850000
Volkswagen Vento 1.5 TDI Comfortline,560000
Maruti Ertiga VDI,575000
Maruti Celerio VXi AMT,470000
Tata Indigo CS LS (TDI) BS-III,221000
Toyota Innova 2.5 G (Diesel) 8 Seater,680000
Ford Endeavour 2.5L 4X2,700000
Volvo S60 D4 SUMMUM,1950000
Hyundai Creta 1.6 CRDi AT SX Plus,875000
Hyundai Verna CRDi 1.6 SX Option,850000
Renault Duster 85PS Diesel RxL Optional,550000
Maruti Swift Dzire VDI,480000
Mahindra Scorpio Intelli Hybrid S10 4WD,1050000
Mahindra Bolero 2011-2019 ZLX,631000
Tata Nano Twist XT,165000
Maruti Ritz VXI,320000
Maruti Ritz ZXi,360000
Hyundai Santro Xing XG AT,130000
Hyundai Elantra GT,175000
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,725000
